,Store_Name,Categories,Location,Zip_Code,Price,Rating,Review_Count,geometry,State,County,City,Name,RegionID,price_int,chain,strictly_coffee,coffee_is_cat,breakfast_and_brunch,bakeries,diner,deli,ice_cream_and_froyo,juice_and_smoothie,primary_category,Latitude,Longitude
0,Ébrìk Coffee Room,"['Coffee & Tea', 'Bakeries']","(33.755247750486298, -84.388165147831302)",30303.0,$,4.5,260,POINT (-84.3881651478313 33.7552477504863),GA,Fulton,Atlanta,Downtown,269306,1,0,0,1,0,1,0,0,0,0,bakeries,33.7552477504863,-84.3881651478313
1,Cafe Lucia,"['Coffee & Tea', 'Bagels', 'Juice Bars & Smoothies']","(33.755814000000001, -84.389904000000001)",30303.0,$,4.5,65,POINT (-84.389904 33.755814),GA,Fulton,Atlanta,Downtown,269306,1,0,0,1,0,0,0,0,0,1,juice_and_smoothie,33.755814,-84.389904
2,Condesa Coffee,"['Coffee & Tea', 'Breakfast & Brunch']","(33.7553100585938, -84.382820129394503)",30303.0,$,4.0,39,POINT (-84.3828201293945 33.7553100585938),GA,Fulton,Atlanta,Downtown,269306,1,0,0,1,1,0,0,0,0,0,breakfast_and_brunch,33.7553100585938,-84.3828201293945
3,Panbury's Pie Café,"['British', 'Coffee & Tea', 'Bakeries']","(33.760224600000001, -84.387175900000003)",30303.0,$,4.5,69,POINT (-84.3871759 33.7602246),GA,Fulton,Atlanta,Downtown,269306,1,0,0,1,0,1,0,0,0,0,bakeries,33.7602246,-84.3871759
4,THRIVE Farmers Coffee,['Coffee & Tea'],"(33.770229999999998, -84.388149999999996)",30308.0,$,4.0,2,POINT (-84.38815 33.77023),GA,Fulton,Atlanta,Downtown,269306,1,0,1,1,0,0,0,0,0,0,strictly_coffee,33.77023,-84.38815
5,Caribou Coffee,"['Coffee & Tea', 'Juice Bars & Smoothies', 'Sandwiches']","(33.760227200000003, -84.386841000000004)",30303.0,$,4.0,17,POINT (-84.386841 33.7602272),GA,Fulton,Atlanta,Downtown,269306,1,1,0,1,0,0,0,0,0,1,chain,33.7602272,-84.386841
6,Atlanta Breakfast Club,"['Breakfast & Brunch', 'American (Traditional)', 'Coffee & Tea']","(33.764665100000002, -84.395450299999993)",30313.0,$$,4.5,1229,POINT (-84.39545029999999 33.7646651),GA,Fulton,Atlanta,Downtown,269306,2,0,0,1,1,0,0,0,0,0,breakfast_and_brunch,33.7646651,-84.3954503
7,Just Add Honey Tea Company,"['Coffee & Tea', 'Tea Rooms']","(33.75403, -84.3798599)",30303.0,$$,4.5,44,POINT (-84.3798599 33.75403),GA,Fulton,Atlanta,Downtown,269306,2,0,0,1,0,0,0,0,0,0,other,33.75403,-84.3798599
8,Buenos Dias Cafe,"['Coffee & Tea', 'Juice Bars & Smoothies', 'Cafes']","(33.753830824723799, -84.388628465733802)",30303.0,$,4.5,112,POINT (-84.3886284657338 33.7538308247238),GA,Fulton,Atlanta,Downtown,269306,1,0,0,1,0,0,0,0,0,1,juice_and_smoothie,33.7538308247238,-84.3886284657338
9,Jittery Joe's,['Coffee & Tea'],"(33.75864, -84.387159999999994)",30303.0,$$,3.5,6,POINT (-84.38715999999999 33.75864),GA,Fulton,Atlanta,Downtown,269306,2,0,1,1,0,0,0,0,0,0,strictly_coffee,33.75864,-84.38716
10,Morsels,['Coffee & Tea'],"(33.758768036968497, -84.395073652267499)",30303.0,$,3.5,4,POINT (-84.3950736522675 33.7587680369685),GA,Fulton,Atlanta,Downtown,269306,1,0,1,1,0,0,0,0,0,0,strictly_coffee,33.7587680369685,-84.3950736522675
11,Starbucks,['Coffee & Tea'],"(33.758129119872997, -84.394340515136705)",30303.0,$,3.0,22,POINT (-84.3943405151367 33.758129119873),GA,Fulton,Atlanta,Downtown,269306,1,1,1,1,0,0,0,0,0,0,chain,33.758129119873,-84.3943405151367
12,Caribou Coffee,"['Coffee & Tea', 'Breakfast & Brunch']","(33.762859300000002, -84.386520399999995)",30308.0,$,3.0,15,POINT (-84.38652039999999 33.7628593),GA,Fulton,Atlanta,Downtown,269306,1,1,0,1,1,0,0,0,0,0,chain,33.7628593,-84.3865204
13,Erica's Sidewalk Cafe,"['Cafes', 'Southern', 'Food Stands']","(33.762410000000003, -84.383080000000007)",30308.0,$$,4.5,64,POINT (-84.38308000000001 33.76241),GA,Fulton,Atlanta,Downtown,269306,2,0,0,1,0,0,0,0,0,0,other,33.76241,-84.38308
14,Aviva by Kameel,"['Mediterranean', 'Juice Bars & Smoothies', 'Middle Eastern']","(33.760538145529203, -84.386555464804104)",30303.0,$$,5.0,1013,POINT (-84.3865554648041 33.7605381455292),GA,Fulton,Atlanta,Downtown,269306,2,0,0,0,0,0,0,0,0,1,juice_and_smoothie,33.7605381455292,-84.3865554648041
15,Dunkin' Donuts,"['Coffee & Tea', 'Donuts']","(33.757423400878899, -84.388900756835895)",30303.0,$,4.0,28,POINT (-84.38890075683589 33.7574234008789),GA,Fulton,Atlanta,Downtown,269306,1,1,0,1,0,0,0,0,0,0,chain,33.7574234008789,-84.3889007568359
16,The Food Shoppe,"['Cajun/Creole', 'Breakfast & Brunch', 'Seafood']","(33.758311999999997, -84.390376000000003)",30303.0,$,4.5,448,POINT (-84.390376 33.758312),GA,Fulton,Atlanta,Downtown,269306,1,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,33.758312,-84.390376
17,Ellis St Cafe & Market,"['Delis', 'Breakfast & Brunch', 'Sandwiches']","(33.758246077489801, -84.382868372756704)",30303.0,$,5.0,14,POINT (-84.3828683727567 33.7582460774898),GA,Fulton,Atlanta,Downtown,269306,1,0,0,0,1,0,0,1,0,0,deli,33.7582460774898,-84.3828683727567
18,Sweet Auburn Bakery,"['Bakeries', 'Coffee & Tea']","(33.75403, -84.379859999999994)",30303.0,$,4.0,63,POINT (-84.37985999999999 33.75403),GA,Fulton,Atlanta,Downtown,269306,1,0,0,1,0,1,0,0,0,0,bakeries,33.75403,-84.37986
19,Dunkin' Donuts,"['Donuts', 'Coffee & Tea']","(33.760810999999997, -84.395356000000007)",30303.0,$,3.0,11,POINT (-84.39535600000001 33.760811),GA,Fulton,Atlanta,Downtown,269306,1,1,0,1,0,0,0,0,0,0,chain,33.760811,-84.395356
20,Dunkin' Donuts,"['Donuts', 'Coffee & Tea']","(33.762639932497102, -84.385578920077094)",30308.0,$,3.5,13,POINT (-84.38557892007709 33.7626399324971),GA,Fulton,Atlanta,Downtown,269306,1,1,0,1,0,0,0,0,0,0,chain,33.7626399324971,-84.3855789200771
21,Saxbys Coffee,"['Coffee & Tea', 'Sandwiches', 'Breakfast & Brunch']","(33.752868360338702, -84.386364236533893)",30303.0,$,2.5,36,POINT (-84.38636423653389 33.7528683603387),GA,Fulton,Atlanta,Downtown,269306,1,0,0,1,1,0,0,0,0,0,breakfast_and_brunch,33.7528683603387,-84.3863642365339
22,Cafe Apple,['Cafes'],"(33.764478400000002, -84.388479000000004)",30308.0,$,3.0,8,POINT (-84.388479 33.7644784),GA,Fulton,Atlanta,Downtown,269306,1,0,1,1,0,0,0,0,0,0,strictly_coffee,33.7644784,-84.388479
23,Starbucks,['Coffee & Tea'],"(33.760778545724698, -84.387378557289793)",30303.0,$,2.5,34,POINT (-84.38737855728979 33.7607785457247),GA,Fulton,Atlanta,Downtown,269306,1,1,1,1,0,0,0,0,0,0,chain,33.7607785457247,-84.3873785572898
24,Corner Bakery Cafe,"['Bakeries', 'Sandwiches']","(33.761733, -84.387832000000003)",30303.0,$,3.5,135,POINT (-84.387832 33.761733),GA,Fulton,Atlanta,Downtown,269306,1,0,0,0,0,1,0,0,0,0,bakeries,33.761733,-84.387832
25,Flats Handcrafted Flatbreads,"['Juice Bars & Smoothies', 'Pizza', 'American (New)']","(33.758180000000003, -84.392910000000001)",30303.0,$,4.0,108,POINT (-84.39291 33.75818),GA,Fulton,Atlanta,Downtown,269306,1,0,0,0,0,0,0,0,0,1,juice_and_smoothie,33.75818,-84.39291
26,Starbucks,['Coffee & Tea'],"(33.7577476096384, -84.394721722872902)",30313.0,$$,2.0,12,POINT (-84.3947217228729 33.7577476096384),GA,Fulton,Atlanta,Downtown,269306,2,1,1,1,0,0,0,0,0,0,chain,33.7577476096384,-84.3947217228729
27,Starbucks Coffee,['Coffee & Tea'],"(33.7543546879904, -84.386728398623305)",30303.0,$$,3.0,4,POINT (-84.3867283986233 33.7543546879904),GA,Fulton,Atlanta,Downtown,269306,2,0,1,1,0,0,0,0,0,0,strictly_coffee,33.7543546879904,-84.3867283986233
28,Park View Cafe,"['American (Traditional)', 'Buffets', 'Cafes']","(33.761363815234901, -84.391718958006294)",30303.0,$,3.5,9,POINT (-84.39171895800629 33.7613638152349),GA,Fulton,Atlanta,Downtown,269306,1,0,0,1,0,0,0,0,0,0,other,33.7613638152349,-84.3917189580063
29,Starbucks,['Coffee & Tea'],"(33.759419999999999, -84.388369999999995)",30303.0,$,3.5,20,POINT (-84.38836999999999 33.75942),GA,Fulton,Atlanta,Downtown,269306,1,1,1,1,0,0,0,0,0,0,chain,33.75942,-84.38837
30,Southern Roots Cafe,['Coffee & Tea'],"(33.758063490233901, -84.398118903766004)",30313.0,$$,3.0,5,POINT (-84.398118903766 33.7580634902339),GA,Fulton,Atlanta,Downtown,269306,2,0,1,1,0,0,0,0,0,0,strictly_coffee,33.7580634902339,-84.398118903766
31,Buena Gente Cuban Bakery,"['Food Trucks', 'Cuban', 'Bakeries']","(33.74832, -84.391109999999998)",,$,4.5,15,POINT (-84.39111 33.74832),GA,Fulton,Atlanta,Downtown,269306,1,0,0,0,0,1,0,0,0,0,bakeries,33.74832,-84.39111
32,Starbucks,['Coffee & Tea'],"(33.756810000000002, -84.388540000000006)",30303.0,$$,2.5,47,POINT (-84.38854000000001 33.75681),GA,Fulton,Atlanta,Downtown,269306,2,1,1,1,0,0,0,0,0,0,chain,33.75681,-84.38854
33,Dunkin' Donuts,"['Donuts', 'Coffee & Tea']","(33.770658963126301, -84.389324337244005)",30308.0,$,3.0,11,POINT (-84.38932433724401 33.7706589631263),GA,Fulton,Atlanta,Downtown,269306,1,1,0,1,0,0,0,0,0,0,chain,33.7706589631263,-84.389324337244
34,Arden's Garden,['Juice Bars & Smoothies'],"(33.7553100585938, -84.382820129394503)",30303.0,$,4.5,12,POINT (-84.3828201293945 33.7553100585938),GA,Fulton,Atlanta,Downtown,269306,1,1,0,0,0,0,0,0,0,1,chain,33.7553100585938,-84.3828201293945
35,The Coffee Bean & Tea Leaf,['Coffee & Tea'],"(33.7483100891113, -84.39111328125)",30320.0,$,3.0,2,POINT (-84.39111328125 33.7483100891113),GA,Fulton,Atlanta,Downtown,269306,1,0,1,1,0,0,0,0,0,0,strictly_coffee,33.7483100891113,-84.39111328125
36,Highland Bakery,"['Cafes', 'Breakfast & Brunch', 'Bakeries']","(33.7626762390137, -84.397506713867202)",30313.0,$,3.0,14,POINT (-84.3975067138672 33.7626762390137),GA,Fulton,Atlanta,Downtown,269306,1,1,0,1,1,1,0,0,0,0,chain,33.7626762390137,-84.3975067138672
37,Café du Jour,"['Fast Food', 'Cafes']","(33.760750000000002, -84.387060000000005)",30303.0,$,3.5,3,POINT (-84.38706000000001 33.76075),GA,Fulton,Atlanta,Downtown,269306,1,0,0,1,0,0,0,0,0,0,other,33.76075,-84.38706
38,Starbucks,"['Coffee & Tea', 'Sandwiches']","(33.761580000000002, -84.385099999999994)",30303.0,$,2.5,32,POINT (-84.38509999999999 33.76158),GA,Fulton,Atlanta,Downtown,269306,1,1,0,1,0,0,0,0,0,0,chain,33.76158,-84.3851
39,BP,"['Gas Stations', 'Donuts', 'Convenience Stores']","(33.770955999999998, -84.389232000000007)",30308.0,$$,4.0,8,POINT (-84.38923200000001 33.770956),GA,Fulton,Atlanta,Downtown,269306,2,0,0,0,0,0,0,0,0,0,other,33.770956,-84.389232
40,Reuben's Deli,"['Sandwiches', 'Delis', 'Burgers']","(33.755639475381997, -84.389237274819294)",30303.0,$,4.0,208,POINT (-84.38923727481929 33.755639475382),GA,Fulton,Atlanta,Downtown,269306,1,0,0,0,0,0,0,1,0,0,deli,33.755639475382,-84.3892372748193
41,Municipal Market,"['Fruits & Veggies', 'Farmers Market', 'Grocery']","(33.75403, -84.3798599)",30303.0,$$,4.0,165,POINT (-84.3798599 33.75403),GA,Fulton,Atlanta,Downtown,269306,2,0,0,0,0,0,0,0,0,0,other,33.75403,-84.3798599
42,Panbury's Double Crust Pies,"['British', 'Bakeries', 'South African']","(33.75403, -84.379859999999994)",30303.0,$,4.5,92,POINT (-84.37985999999999 33.75403),GA,Fulton,Atlanta,Downtown,269306,1,0,0,0,0,1,0,0,0,0,bakeries,33.75403,-84.37986
43,Pemberton Cafe,"['Cafes', 'Fast Food']","(33.7624049, -84.392047099999999)",30313.0,$$$,1.0,25,POINT (-84.3920471 33.7624049),GA,Fulton,Atlanta,Downtown,269306,3,0,0,1,0,0,0,0,0,0,other,33.7624049,-84.3920471
44,Highland Bakery,"['Breakfast & Brunch', 'Coffee & Tea', 'Sandwiches']","(33.755253000000003, -84.387818999999993)",30303.0,$$,2.5,19,POINT (-84.38781899999999 33.755253),GA,Fulton,Atlanta,Downtown,269306,2,1,0,1,1,0,0,0,0,0,chain,33.755253,-84.387819
45,Baker Dude Cupcakes,['Cupcakes'],"(33.762718999999997, -84.385835999999998)",30303.0,$,4.5,18,POINT (-84.385836 33.762719),GA,Fulton,Atlanta,Downtown,269306,1,0,0,0,0,0,0,0,0,0,other,33.762719,-84.385836
46,Market Place,['Cafes'],"(33.761569999999999, -84.383359999999996)",30303.0,$,3.0,1,POINT (-84.38336 33.76157),GA,Fulton,Atlanta,Downtown,269306,1,0,1,1,0,0,0,0,0,0,strictly_coffee,33.76157,-84.38336
47,Metro Café Diner,"['Diners', 'Breakfast & Brunch', 'Sandwiches']","(33.760412000000002, -84.387101999999999)",30303.0,$$,3.0,362,POINT (-84.387102 33.760412),GA,Fulton,Atlanta,Downtown,269306,2,0,0,0,1,0,1,0,0,0,diner,33.760412,-84.387102
48,Starbucks,['Coffee & Tea'],"(33.769481800000001, -84.385311200000004)",30308.0,$,1.0,1,POINT (-84.3853112 33.7694818),GA,Fulton,Atlanta,Downtown,269306,1,1,1,1,0,0,0,0,0,0,chain,33.7694818,-84.3853112
49,Au Bon Pain,['Cafes'],"(33.760334861589001, -84.387139635010996)",30303.0,$,2.5,23,POINT (-84.387139635011 33.760334861589),GA,Fulton,Atlanta,Downtown,269306,1,0,1,1,0,0,0,0,0,0,strictly_coffee,33.760334861589,-84.387139635011
50,Kwan's Deli and Korean Kitchen,"['Delis', 'Korean', 'American (Traditional)']","(33.761050437867198, -84.394075976196305)",30313.0,$,4.0,238,POINT (-84.39407597619631 33.7610504378672),GA,Fulton,Atlanta,Downtown,269306,1,0,0,0,0,0,0,1,0,0,deli,33.7610504378672,-84.3940759761963
51,Bank of America Plaza,['Cafes'],"(33.771166000000001, -84.386160000000004)",30303.0,$$,4.5,3,POINT (-84.38616 33.771166),GA,Fulton,Atlanta,Downtown,269306,2,0,1,1,0,0,0,0,0,0,strictly_coffee,33.771166,-84.38616
52,Rawesome Juicery,['Juice Bars & Smoothies'],"(33.75403, -84.379859999999994)",30303.0,$,4.0,95,POINT (-84.37985999999999 33.75403),GA,Fulton,Atlanta,Downtown,269306,1,0,0,0,0,0,0,0,0,1,juice_and_smoothie,33.75403,-84.37986
53,Boba Mocha,['Bubble Tea'],"(33.755304939259702, -84.389096649420097)",30303.0,$$,3.5,7,POINT (-84.3890966494201 33.7553049392597),GA,Fulton,Atlanta,Downtown,269306,2,0,0,0,0,0,0,0,0,0,other,33.7553049392597,-84.3890966494201
54,Charlot's Creole Cafe,['Cafes'],"(33.752341399999999, -84.395390599999999)",30303.0,$$,3.5,13,POINT (-84.3953906 33.7523414),GA,Fulton,Atlanta,Downtown,269306,2,0,1,1,0,0,0,0,0,0,strictly_coffee,33.7523414,-84.3953906
55,PushStart Kitchen,['Specialty Food'],"(33.74832, -84.391109999999998)",,$$$,5.0,12,POINT (-84.39111 33.74832),GA,Fulton,Atlanta,Downtown,269306,3,0,0,0,0,0,0,0,0,0,other,33.74832,-84.39111
56,Nana G's Chik-n-Waffles,"['Caterers', 'Food Trucks']","(33.755299999999998, -84.389219999999995)",30303.0,$,4.5,36,POINT (-84.38921999999999 33.7553),GA,Fulton,Atlanta,Downtown,269306,1,0,0,0,0,0,0,0,0,0,other,33.7553,-84.38922
57,Meehan's Public House,"['Bars', 'Breakfast & Brunch', 'Burgers']","(33.758906000000003, -84.387739999999994)",30303.0,$$,3.5,354,POINT (-84.38773999999999 33.758906),GA,Fulton,Atlanta,Downtown,269306,2,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,33.758906,-84.38774
58,Smoothie King,"['Juice Bars & Smoothies', 'Health Markets']","(33.756065540591401, -84.389213144303795)",30303.0,$,2.5,16,POINT (-84.3892131443038 33.7560655405914),GA,Fulton,Atlanta,Downtown,269306,1,1,0,0,0,0,0,0,0,1,chain,33.7560655405914,-84.3892131443038
59,Waffle House,"['Breakfast & Brunch', 'Diners', 'American (Traditional)']","(33.759887843495299, -84.391792013518597)",30303.0,$,3.5,126,POINT (-84.3917920135186 33.7598878434953),GA,Fulton,Atlanta,Downtown,269306,1,1,0,0,1,0,1,0,0,0,chain,33.7598878434953,-84.3917920135186
60,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']","(33.753825999999997, -84.392797000000002)",30303.0,$,1.5,24,POINT (-84.392797 33.753826),GA,Fulton,Atlanta,Downtown,269306,1,1,0,1,0,0,0,0,0,0,chain,33.753826,-84.392797
61,Waffle House,"['American (Traditional)', 'Breakfast & Brunch', 'Diners']","(33.757283861344703, -84.384376594578697)",30303.0,$,3.5,32,POINT (-84.3843765945787 33.7572838613447),GA,Fulton,Atlanta,Downtown,269306,1,1,0,0,1,0,1,0,0,0,chain,33.7572838613447,-84.3843765945787
62,Max Lager's Wood-Fired Grill & Brewery,"['American (Traditional)', 'Brewpubs', 'Sports Bars']","(33.763370000000002, -84.387079999999997)",30308.0,$$,3.5,655,POINT (-84.38708 33.76337),GA,Fulton,Atlanta,Downtown,269306,2,0,0,0,0,0,0,0,0,0,other,33.76337,-84.38708
63,Great Wraps,"['Breakfast & Brunch', 'Fast Food', 'Wraps']","(33.760750000000002, -84.387060000000005)",30303.0,$,2.0,12,POINT (-84.38706000000001 33.76075),GA,Fulton,Atlanta,Downtown,269306,1,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,33.76075,-84.38706
64,Waffle House,"['Diners', 'Breakfast & Brunch', 'American (Traditional)']","(33.751232999999999, -84.385392800000005)",30303.0,$,3.5,47,POINT (-84.38539280000001 33.751233),GA,Fulton,Atlanta,Downtown,269306,1,1,0,0,1,0,1,0,0,0,chain,33.751233,-84.3853928
65,Le Petit Bistro,"['Breakfast & Brunch', 'Cafes']","(33.759062999999998, -84.395024000000006)",30303.0,$,1.0,1,POINT (-84.39502400000001 33.759063),GA,Fulton,Atlanta,Downtown,269306,1,0,0,1,1,0,0,0,0,0,breakfast_and_brunch,33.759063,-84.395024
66,Bailey's Office,"['Rehabilitation Center', 'Educational Services', 'Food']","(33.753051300000003, -84.387481300000005)",30303.0,$,3.0,1,POINT (-84.3874813 33.7530513),GA,Fulton,Atlanta,Downtown,269306,1,0,0,0,0,0,0,0,0,0,other,33.7530513,-84.3874813
67,Dancing Goats Coffee Bar,['Coffee & Tea'],"(33.771422989084201, -84.3674024200388)",30308.0,$,4.0,329,POINT (-84.3674024200388 33.7714229890842),GA,Fulton,Atlanta,Old Fourth Ward,269397,1,0,1,1,0,0,0,0,0,0,strictly_coffee,33.7714229890842,-84.3674024200388
68,Condesa Coffee,"['Coffee & Tea', 'Bars', 'Breakfast & Brunch']","(33.759774548924497, -84.371901615824598)",30312.0,$,4.0,246,POINT (-84.3719016158246 33.7597745489245),GA,Fulton,Atlanta,Old Fourth Ward,269397,1,0,0,1,1,0,0,0,0,0,breakfast_and_brunch,33.7597745489245,-84.3719016158246
69,Chrome Yellow Trading,"['Coffee & Tea', ""Men's Clothing"", ""Women's Clothing""]","(33.753959999999999, -84.370982999999995)",30312.0,$$,4.0,71,POINT (-84.370983 33.75396),GA,Fulton,Atlanta,Old Fourth Ward,269397,2,0,0,1,0,0,0,0,0,0,other,33.75396,-84.370983
70,Spiller Park Coffee,['Coffee & Tea'],"(33.772370000000002, -84.36609)",30308.0,$$,3.5,91,POINT (-84.36609 33.77237),GA,Fulton,Atlanta,Old Fourth Ward,269397,2,0,1,1,0,0,0,0,0,0,strictly_coffee,33.77237,-84.36609
71,Happy Tabby Cat Cafe,['Coffee & Tea'],"(33.757525111123996, -84.370085522532506)",30312.0,$,5.0,13,POINT (-84.37008552253251 33.757525111124),GA,Fulton,Atlanta,Old Fourth Ward,269397,1,0,1,1,0,0,0,0,0,0,strictly_coffee,33.757525111124,-84.3700855225325
72,Saint Germain,"['Sandwiches', 'Bakeries', 'Coffee & Tea']","(33.772370000000002, -84.36609)",30308.0,$,4.0,49,POINT (-84.36609 33.77237),GA,Fulton,Atlanta,Old Fourth Ward,269397,1,0,0,1,0,1,0,0,0,0,bakeries,33.77237,-84.36609
73,Highland Bakery,"['Bakeries', 'Breakfast & Brunch', 'Sandwiches']","(33.761201288682301, -84.366074593917901)",30312.0,$$,4.0,1317,POINT (-84.3660745939179 33.7612012886823),GA,Fulton,Atlanta,Old Fourth Ward,269397,2,1,0,0,1,1,0,0,0,0,chain,33.7612012886823,-84.3660745939179
74,Queen of Cream,"['Ice Cream & Frozen Yogurt', 'Coffee & Tea']","(33.761221999999997, -84.364480999999998)",30312.0,$,4.0,129,POINT (-84.364481 33.761222),GA,Fulton,Atlanta,Old Fourth Ward,269397,1,0,0,1,0,0,0,0,1,0,ice_cream_and_froyo,33.761222,-84.364481
75,Boulevard Bistro,['Coffee & Tea'],"(33.762275699999996, -84.374084499999995)",30312.0,$$,4.0,1,POINT (-84.3740845 33.7622757),GA,Fulton,Atlanta,Old Fourth Ward,269397,2,0,1,1,0,0,0,0,0,0,strictly_coffee,33.7622757,-84.3740845
76,Honeysuckle Gelato,"['Ice Cream & Frozen Yogurt', 'Gelato']","(33.7722038622654, -84.366358003982597)",30308.0,$,4.5,179,POINT (-84.3663580039826 33.7722038622654),GA,Fulton,Atlanta,Old Fourth Ward,269397,1,0,0,0,0,0,0,0,1,0,ice_cream_and_froyo,33.7722038622654,-84.3663580039826
77,LottaFrutta - Atlanta,"['Breakfast & Brunch', 'Caribbean', 'Sandwiches']","(33.756, -84.368089999999995)",30312.0,$,4.5,297,POINT (-84.36809 33.756),GA,Fulton,Atlanta,Old Fourth Ward,269397,1,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,33.756,-84.36809
78,Dunkin' Donuts,"['Donuts', 'Coffee & Tea']","(33.773093971755003, -84.371415562927695)",30308.0,$,4.0,26,POINT (-84.37141556292769 33.773093971755),GA,Fulton,Atlanta,Old Fourth Ward,269397,1,1,0,1,0,0,0,0,0,0,chain,33.773093971755,-84.3714155629277
79,Bantam Pub,"['American (New)', 'Pubs', 'Breakfast & Brunch']","(33.766190000000002, -84.362979899999999)",30312.0,$$,4.0,264,POINT (-84.3629799 33.76619),GA,Fulton,Atlanta,Old Fourth Ward,269397,2,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,33.76619,-84.3629799
80,Lucky Lotus,['Juice Bars & Smoothies'],"(33.772219999999997, -84.366069899999999)",30308.0,$$,3.5,59,POINT (-84.3660699 33.77222),GA,Fulton,Atlanta,Old Fourth Ward,269397,2,0,0,0,0,0,0,0,0,1,juice_and_smoothie,33.77222,-84.3660699
81,Batter Cookie Dough Counter,['Desserts'],"(33.772219999999997, -84.366069999999993)",30308.0,$,3.0,50,POINT (-84.36606999999999 33.77222),GA,Fulton,Atlanta,Old Fourth Ward,269397,1,0,0,0,0,0,0,0,0,0,other,33.77222,-84.36607
82,Thumbs Up Diner,['Breakfast & Brunch'],"(33.754145100000002, -84.368617)",30312.0,$,4.0,371,POINT (-84.368617 33.7541451),GA,Fulton,Atlanta,Old Fourth Ward,269397,1,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,33.7541451,-84.368617
83,Baskin Robbins,['Ice Cream & Frozen Yogurt'],"(33.773181000000001, -84.371466999999996)",30308.0,$,2.5,8,POINT (-84.371467 33.773181),GA,Fulton,Atlanta,Old Fourth Ward,269397,1,0,0,0,0,0,0,0,1,0,ice_cream_and_froyo,33.773181,-84.371467
84,Jake's Ice Creams & Sorbets,['Ice Cream & Frozen Yogurt'],"(33.7578125, -84.365287780761705)",30312.0,$,3.5,178,POINT (-84.3652877807617 33.7578125),GA,Fulton,Atlanta,Old Fourth Ward,269397,1,0,0,0,0,0,0,0,1,0,ice_cream_and_froyo,33.7578125,-84.3652877807617
85,Octane Westside,"['Coffee & Tea', 'Cocktail Bars']","(33.779257741889602, -84.410189479208199)",30318.0,$,4.0,625,POINT (-84.4101894792082 33.7792577418896),GA,Fulton,Atlanta,Marietta Street Artery,403424,1,0,0,1,0,0,0,0,0,0,other,33.7792577418896,-84.4101894792082
86,Amélie's French Bakery & Café,"['Coffee & Tea', 'Cafes', 'Patisserie/Cake Shop']","(33.775329599999999, -84.406809999999993)",30318.0,$,4.0,384,POINT (-84.40680999999999 33.7753296),GA,Fulton,Atlanta,Marietta Street Artery,403424,1,0,0,1,0,0,0,0,0,0,other,33.7753296,-84.40681
87,Urban Grind Coffee House,['Coffee & Tea'],"(33.777968899999998, -84.409127400000003)",30318.0,$,4.0,84,POINT (-84.4091274 33.7779689),GA,Fulton,Atlanta,Marietta Street Artery,403424,1,0,1,1,0,0,0,0,0,0,strictly_coffee,33.7779689,-84.4091274
88,Pauley's Crêpe Bar,"['Bars', 'Breakfast & Brunch']","(33.777374705037403, -84.408228019317903)",30318.0,$$,3.0,93,POINT (-84.4082280193179 33.7773747050374),GA,Fulton,Atlanta,Marietta Street Artery,403424,2,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,33.7773747050374,-84.4082280193179
89,Delia's Chicken Sausage Stand,"['Chicken Shop', 'Coffee & Tea', 'Delis']","(33.776452300000003, -84.407388900000001)",30318.0,$,4.0,253,POINT (-84.4073889 33.7764523),GA,Fulton,Atlanta,Marietta Street Artery,403424,1,0,0,1,0,0,0,1,0,0,deli,33.7764523,-84.4073889
90,Thumbs Up Diner,['Breakfast & Brunch'],"(33.774951465855203, -84.406650066375704)",30318.0,$,4.0,317,POINT (-84.4066500663757 33.7749514658552),GA,Fulton,Atlanta,Marietta Street Artery,403424,1,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,33.7749514658552,-84.4066500663757
91,Hop City,"['Beer, Wine & Spirits', 'Beer Bar']","(33.778599999999997, -84.410659999999993)",30318.0,$$,4.5,181,POINT (-84.41065999999999 33.7786),GA,Fulton,Atlanta,Marietta Street Artery,403424,2,0,0,0,0,0,0,0,0,0,other,33.7786,-84.41066
92,Taproom Coffee,"['Coffee & Tea', 'Beer Bar']","(33.751849900000003, -84.323392200000001)",30317.0,$,4.5,167,POINT (-84.3233922 33.7518499),GA,Dekalb,Atlanta,Kirkwood,129705,1,0,0,1,0,0,0,0,0,0,other,33.7518499,-84.3233922
93,Le Petit Marché,"['Breakfast & Brunch', 'Sandwiches', 'Seafood']","(33.751669448641401, -84.322597159380393)",30317.0,$,4.5,866,POINT (-84.32259715938039 33.7516694486414),GA,Dekalb,Atlanta,Kirkwood,129705,1,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,33.7516694486414,-84.3225971593804
