,Store_Name,Categories,Location,Zip_Code,Price,Rating,Review_Count,geometry,State,County,City,Name,RegionID,price_int,chain,strictly_coffee,coffee_is_cat,breakfast_and_brunch,bakeries,diner,deli,ice_cream_and_froyo,juice_and_smoothie,primary_category,Latitude,Longitude
7005,NOKturne,"['Vegetarian', 'Juice Bars & Smoothies', 'Lounges']","(29.558859566372998, -95.113242418066804)",77058.0,$$,4.0,147,POINT (-95.1132424180668 29.558859566373),TX,Harris,Houston,Clear Lake,232166,2,0,0,0,0,0,0,0,0,1,juice_and_smoothie,29.558859566373,-95.1132424180668
7006,Starbucks,['Coffee & Tea'],"(29.551639752382599, -95.126232366087393)",77058.0,$,3.5,34,POINT (-95.12623236608739 29.5516397523826),TX,Harris,Houston,Clear Lake,232166,1,1,1,1,0,0,0,0,0,0,chain,29.5516397523826,-95.1262323660874
7007,Ashley's Donuts Kolaches and Tacos,"['Donuts', 'Tacos']","(29.569232237038701, -95.110689505487798)",77058.0,$,4.0,44,POINT (-95.1106895054878 29.5692322370387),TX,Harris,Houston,Clear Lake,232166,1,0,0,0,0,0,0,0,0,0,other,29.5692322370387,-95.1106895054878
7008,Barbazzar,"['Coffee & Tea', 'Creperies', 'Sandwiches']","(29.545744513095599, -95.149890316922395)",77546.0,$,4.0,14,POINT (-95.1498903169224 29.5457445130956),TX,Harris,Houston,Clear Lake,232166,1,0,0,1,0,0,0,0,0,0,other,29.5457445130956,-95.1498903169224
7009,Bubble Island,"['Coffee & Tea', 'Desserts', 'Bubble Tea']","(29.5743095129728, -95.1086090505123)",77058.0,$,3.5,84,POINT (-95.1086090505123 29.5743095129728),TX,Harris,Houston,Clear Lake,232166,1,0,0,1,0,0,0,0,0,0,other,29.5743095129728,-95.1086090505123
7010,The Perfect Playdate,"['Cafes', 'Kids Activities', 'Playgrounds']","(29.550827000000002, -95.127423399999998)",77058.0,$,3.5,7,POINT (-95.1274234 29.550827),TX,Harris,Houston,Clear Lake,232166,1,0,0,1,0,0,0,0,0,0,other,29.550827,-95.1274234
7011,Dunkin' Donuts,"['Donuts', 'Coffee & Tea']","(29.563437382428202, -95.114552645971301)",77058.0,$,2.5,36,POINT (-95.1145526459713 29.5634373824282),TX,Harris,Houston,Clear Lake,232166,1,1,0,1,0,0,0,0,0,0,chain,29.5634373824282,-95.1145526459713
7012,Nobilitea,['Tea Rooms'],"(29.624483211080101, -95.140421415149802)",77059.0,$,5.0,4,POINT (-95.1404214151498 29.6244832110801),TX,Harris,Houston,Clear Lake,232166,1,0,0,0,0,0,0,0,0,0,other,29.6244832110801,-95.1404214151498
7013,Glazed The Doughnut Cafe,"['Donuts', 'Bakeries', 'Coffee & Tea']","(29.693439510986799, -95.411645517690204)",77054.0,$,3.5,609,POINT (-95.4116455176902 29.6934395109868),TX,Harris,Houston,Astrodome Area,403537,1,0,0,1,0,1,0,0,0,0,bakeries,29.6934395109868,-95.4116455176902
7014,Vasso Grill,"['Cafes', 'Breakfast & Brunch']","(29.691808314331201, -95.403797224675799)",77054.0,$,3.5,11,POINT (-95.4037972246758 29.6918083143312),TX,Harris,Houston,Astrodome Area,403537,1,0,0,1,1,0,0,0,0,0,breakfast_and_brunch,29.6918083143312,-95.4037972246758
7015,Tiff's Treats,['Bakeries'],"(29.694140000000001, -95.4122299)",77054.0,$,4.0,72,POINT (-95.4122299 29.69414),TX,Harris,Houston,Astrodome Area,403537,1,0,0,0,0,1,0,0,0,0,bakeries,29.69414,-95.4122299
7016,Kolache Factory,"['Bakeries', 'Breakfast & Brunch', 'Caterers']","(29.6946458, -95.413601400000005)",77030.0,$,4.0,54,POINT (-95.4136014 29.6946458),TX,Harris,Houston,Astrodome Area,403537,1,1,0,0,1,1,0,0,0,0,chain,29.6946458,-95.4136014
7017,Pugon de Manila,"['Filipino', 'Bakeries']","(29.692844000000001, -95.41422)",77025.0,$,3.5,105,POINT (-95.41422 29.692844),TX,Harris,Houston,Astrodome Area,403537,1,0,0,0,0,1,0,0,0,0,bakeries,29.692844,-95.41422
7018,Red Ribbon Bakeshop,"['Desserts', 'Filipino', 'Bakeries']","(29.693349999999999, -95.414680000000004)",77025.0,$,3.5,51,POINT (-95.41468 29.69335),TX,Harris,Houston,Astrodome Area,403537,1,0,0,0,0,1,0,0,0,0,bakeries,29.69335,-95.41468
7019,EL Poblano,"['Coffee & Tea', 'Bakeries']","(29.642399999999999, -95.463269999999994)",77045.0,$,5.0,4,POINT (-95.46326999999999 29.6424),TX,Harris,Houston,Central Southwest,271326,1,0,0,1,0,1,0,0,0,0,bakeries,29.6424,-95.46327
7020,Doughmaker Doughnuts,"['Donuts', 'Food Trucks']","(29.6295824, -95.463763599999993)",77045.0,$,4.0,37,POINT (-95.46376359999999 29.6295824),TX,Harris,Houston,Central Southwest,271326,1,0,0,0,0,0,0,0,0,0,other,29.6295824,-95.4637636
7021,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']","(29.613257000000001, -95.420240000000007)",77053.0,$,2.0,9,POINT (-95.42024000000001 29.613257),TX,Harris,Houston,Central Southwest,271326,1,1,0,1,0,0,0,0,0,0,chain,29.613257,-95.42024
7022,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']","(29.625595186891399, -95.465583300000006)",77045.0,$,2.0,9,POINT (-95.46558330000001 29.6255951868914),TX,Harris,Houston,Central Southwest,271326,1,1,0,1,0,0,0,0,0,0,chain,29.6255951868914,-95.4655833
7023,Zero Degrees,"['Bubble Tea', 'Juice Bars & Smoothies']","(29.969115798900098, -95.532303980310402)",77069.0,$$,4.0,116,POINT (-95.5323039803104 29.9691157989001),TX,Harris,Houston,Willowbrook,271648,2,0,0,0,0,0,0,0,0,1,juice_and_smoothie,29.9691157989001,-95.5323039803104
7024,T&C Donuts,"['Donuts', 'Bakeries', 'Coffee & Tea']","(29.952649834856199, -95.545864082761796)",77064.0,$,4.5,10,POINT (-95.5458640827618 29.9526498348562),TX,Harris,Houston,Willowbrook,271648,1,0,0,1,0,1,0,0,0,0,bakeries,29.9526498348562,-95.5458640827618
7025,Starbucks,['Coffee & Tea'],"(29.9641823247965, -95.543683550626)",77070.0,$,3.0,61,POINT (-95.543683550626 29.9641823247965),TX,Harris,Houston,Willowbrook,271648,1,1,1,1,0,0,0,0,0,0,chain,29.9641823247965,-95.543683550626
7026,Starbucks,['Coffee & Tea'],"(29.9592755285836, -95.547221302986102)",77064.0,$$,3.0,34,POINT (-95.5472213029861 29.9592755285836),TX,Harris,Houston,Willowbrook,271648,2,1,1,1,0,0,0,0,0,0,chain,29.9592755285836,-95.5472213029861
7027,Starbucks,['Coffee & Tea'],"(29.962414899999999, -95.546139199999999)",77070.0,$$,2.5,3,POINT (-95.5461392 29.9624149),TX,Harris,Houston,Willowbrook,271648,2,1,1,1,0,0,0,0,0,0,chain,29.9624149,-95.5461392
7028,City Acre Brewing,"['Brewpubs', 'Gastropubs']","(29.85699, -95.335080000000005)",77093.0,$$,4.5,83,POINT (-95.33508 29.85699),TX,Harris,Houston,Eastex - Jensen Area,403543,2,0,0,0,0,0,0,0,0,0,other,29.85699,-95.33508
7029,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']","(29.8471221436603, -95.343311304104603)",77093.0,$,2.0,6,POINT (-95.3433113041046 29.8471221436603),TX,Harris,Houston,Eastex - Jensen Area,403543,1,1,0,1,0,0,0,0,0,0,chain,29.8471221436603,-95.3433113041046
7030,Dot Coffee Shop,"['American (Traditional)', 'Diners', 'Breakfast & Brunch']","(29.770520099999999, -95.224509299999994)",77029.0,$$,3.5,63,POINT (-95.22450929999999 29.7705201),TX,Harris,Houston,Northshore,236058,2,0,0,0,1,0,1,0,0,0,diner,29.7705201,-95.2245093
7031,Dunkin' Donuts,"['Donuts', 'Coffee & Tea']","(29.7733035087678, -95.216346387055495)",77015.0,$,2.0,7,POINT (-95.21634638705549 29.7733035087678),TX,Harris,Houston,Northshore,236058,1,1,0,1,0,0,0,0,0,0,chain,29.7733035087678,-95.2163463870555
7032,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']","(29.785600312444501, -95.219316324255502)",77013.0,$,2.0,3,POINT (-95.2193163242555 29.7856003124445),TX,Harris,Houston,Northshore,236058,1,1,0,1,0,0,0,0,0,0,chain,29.7856003124445,-95.2193163242555
7033,Cafe Ko Restaurant,['Cafes'],"(29.770409999999998, -95.208380000000005)",77015.0,$$,3.0,10,POINT (-95.20838000000001 29.77041),TX,Harris,Houston,Northshore,236058,2,0,1,1,0,0,0,0,0,0,strictly_coffee,29.77041,-95.20838
7034,McDonald's,"['Burgers', 'Fast Food', 'Coffee & Tea']","(29.774303831841401, -95.246548354625602)",77029.0,$,2.0,7,POINT (-95.2465483546256 29.7743038318414),TX,Harris,Houston,Northshore,236058,1,1,0,1,0,0,0,0,0,0,chain,29.7743038318414,-95.2465483546256
7035,Donald's Donuts,['Donuts'],"(29.782012000000002, -95.205641999999997)",77015.0,$,5.0,3,POINT (-95.205642 29.782012),TX,Harris,Houston,Northshore,236058,1,0,0,0,0,0,0,0,0,0,other,29.782012,-95.205642
7036,Taqueria Tepatitlan,"['Breakfast & Brunch', 'Mexican']","(29.774339999999999, -95.21799)",77015.0,$,3.5,11,POINT (-95.21799 29.77434),TX,Harris,Houston,Northshore,236058,1,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,29.77434,-95.21799
7037,Starbucks,['Coffee & Tea'],"(29.831049265440601, -95.482020933931693)",77092.0,$$,3.5,30,POINT (-95.48202093393169 29.8310492654406),TX,Harris,Houston,Langwood,271449,2,1,1,1,0,0,0,0,0,0,chain,29.8310492654406,-95.4820209339317
7038,Donut Delight 2,['Donuts'],"(29.779209999999999, -95.363420000000005)",77009.0,$,5.0,5,POINT (-95.36342 29.77921),TX,Harris,Houston,Northside Village,271510,1,0,0,0,0,0,0,0,0,0,other,29.77921,-95.36342
7039,Rio Verdence,"['Breakfast & Brunch', 'Mexican']","(29.783529999999999, -95.355860000000007)",77009.0,$$,4.5,13,POINT (-95.35586000000001 29.78353),TX,Harris,Houston,Northside Village,271510,2,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,29.78353,-95.35586
7040,La Casa Bakery & Cafe,"['Mexican', 'Bakeries', 'Breakfast & Brunch']","(29.777152077827399, -95.358263333333397)",77009.0,$,4.5,15,POINT (-95.3582633333334 29.7771520778274),TX,Harris,Houston,Northside Village,271510,1,0,0,0,1,1,0,0,0,0,bakeries,29.7771520778274,-95.3582633333334
7041,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']","(29.785061609742598, -95.361260646852799)",77009.0,$,3.5,5,POINT (-95.3612606468528 29.7850616097426),TX,Harris,Houston,Northside Village,271510,1,1,0,1,0,0,0,0,0,0,chain,29.7850616097426,-95.3612606468528
7042,Peets Coffee & Tea,['Coffee & Tea'],"(29.987905000000001, -95.348490999999996)",77032.0,$,3.0,22,POINT (-95.348491 29.987905),TX,Harris,Houston,Iah - Airport Area,403539,1,0,1,1,0,0,0,0,0,0,strictly_coffee,29.987905,-95.348491
7043,Starbucks,['Coffee & Tea'],"(29.980456186371701, -95.336796254146407)",77032.0,$$,3.0,1,POINT (-95.33679625414641 29.9804561863717),TX,Harris,Houston,Iah - Airport Area,403539,2,1,1,1,0,0,0,0,0,0,chain,29.9804561863717,-95.3367962541464
7044,Starbucks,['Coffee & Tea'],"(29.9859523773193, -95.342758178710895)",77032.0,$$,2.0,12,POINT (-95.34275817871089 29.9859523773193),TX,Harris,Houston,Iah - Airport Area,403539,2,1,1,1,0,0,0,0,0,0,chain,29.9859523773193,-95.3427581787109
7045,Starbucks,['Coffee & Tea'],"(29.9853455767513, -95.335485914645801)",77032.0,$$,2.5,40,POINT (-95.3354859146458 29.9853455767513),TX,Harris,Houston,Iah - Airport Area,403539,2,1,1,1,0,0,0,0,0,0,chain,29.9853455767513,-95.3354859146458
7046,La Tapenade Mediterranean Café,['Cafes'],"(29.98789, -95.34948)",77032.0,$$,3.0,3,POINT (-95.34948 29.98789),TX,Harris,Houston,Iah - Airport Area,403539,2,0,1,1,0,0,0,0,0,0,strictly_coffee,29.98789,-95.34948
7047,Starbucks,['Coffee & Tea'],"(29.985110559285399, -95.349301834371005)",77032.0,$$,3.0,8,POINT (-95.349301834371 29.9851105592854),TX,Harris,Houston,Iah - Airport Area,403539,2,1,1,1,0,0,0,0,0,0,chain,29.9851105592854,-95.349301834371
7048,Nestle Toll House Cafe by Chip,"['Desserts', 'Cafes', 'Bakeries']","(29.985830539615101, -95.333225334405896)",77032.0,$$,4.0,2,POINT (-95.3332253344059 29.9858305396151),TX,Harris,Houston,Iah - Airport Area,403539,2,0,0,1,0,1,0,0,0,0,bakeries,29.9858305396151,-95.3332253344059
7049,The Breakfast Klub,"['Southern', 'Soul Food', 'Breakfast & Brunch']","(29.987816313928299, -95.349849030049597)",77032.0,$$,3.5,86,POINT (-95.3498490300496 29.9878163139283),TX,Harris,Houston,Iah - Airport Area,403539,2,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,29.9878163139283,-95.3498490300496
7050,Peet's Coffee,['Coffee & Tea'],"(29.652975445692, -95.277052549143207)",77061.0,$,2.5,78,POINT (-95.27705254914321 29.652975445692),TX,Harris,Houston,Greater Hobby Area,403547,1,0,1,1,0,0,0,0,0,0,strictly_coffee,29.652975445692,-95.2770525491432
7051,BAMBU,"['Coffee & Tea', 'Juice Bars & Smoothies', 'Bubble Tea']","(29.648437134349699, -95.251402147114305)",77034.0,$,4.0,62,POINT (-95.25140214711431 29.6484371343497),TX,Harris,Houston,Greater Hobby Area,403547,1,0,0,1,0,0,0,0,0,1,juice_and_smoothie,29.6484371343497,-95.2514021471143
7052,iBubble,"['Bubble Tea', 'Juice Bars & Smoothies']","(29.650860000000002, -95.252520000000004)",77034.0,$,4.0,65,POINT (-95.25252 29.65086),TX,Harris,Houston,Greater Hobby Area,403547,1,0,0,0,0,0,0,0,0,1,juice_and_smoothie,29.65086,-95.25252
7053,Starbucks,['Coffee & Tea'],"(29.6317037850215, -95.234180688858004)",77034.0,$$,2.0,40,POINT (-95.234180688858 29.6317037850215),TX,Harris,Houston,Greater Hobby Area,403547,2,1,1,1,0,0,0,0,0,0,chain,29.6317037850215,-95.234180688858
7054,One Stop Cravings,['Ice Cream & Frozen Yogurt'],"(29.6414815457067, -95.245572997764697)",77034.0,$,4.5,13,POINT (-95.2455729977647 29.6414815457067),TX,Harris,Houston,Greater Hobby Area,403547,1,0,0,0,0,0,0,0,1,0,ice_cream_and_froyo,29.6414815457067,-95.2455729977647
7055,Dunkin' Donuts,"['Donuts', 'Coffee & Tea']","(29.652408579453802, -95.274983592790903)",77061.0,$,2.5,36,POINT (-95.2749835927909 29.6524085794538),TX,Harris,Houston,Greater Hobby Area,403547,1,1,0,1,0,0,0,0,0,0,chain,29.6524085794538,-95.2749835927909
7056,Starbucks,"['Coffee & Tea', 'Breakfast & Brunch']","(29.652512012159601, -95.277784354984803)",77061.0,$,2.0,27,POINT (-95.2777843549848 29.6525120121596),TX,Harris,Houston,Greater Hobby Area,403547,1,1,0,1,1,0,0,0,0,0,chain,29.6525120121596,-95.2777843549848
7057,Barnaby's Cafe,"['American (Traditional)', 'Breakfast & Brunch']","(29.721599999999999, -95.382080000000002)",77004.0,$$,4.0,392,POINT (-95.38208 29.7216),TX,Harris,Houston,Binz,271298,2,1,0,0,1,0,0,0,0,0,chain,29.7216,-95.38208
7058,MFA Cafè,['Cafes'],"(29.725344815179501, -95.389238086521999)",77005.0,$$,3.5,40,POINT (-95.389238086522 29.7253448151795),TX,Harris,Houston,Binz,271298,2,0,1,1,0,0,0,0,0,0,strictly_coffee,29.7253448151795,-95.389238086522
7059,McDonald's,"['Coffee & Tea', 'Burgers', 'Fast Food']","(29.848927352057501, -95.303012877702699)",77016.0,$,3.0,6,POINT (-95.3030128777027 29.8489273520575),TX,Harris,Houston,East Little York - Homestead,403540,1,1,0,1,0,0,0,0,0,0,chain,29.8489273520575,-95.3030128777027
7060,Kim Cafe,"['Cafes', 'Chinese']","(29.674399999999999, -95.552120000000002)",77036.0,$,5.0,14,POINT (-95.55212 29.6744),TX,Harris,Houston,Westwood,238911,1,0,0,1,0,0,0,0,0,0,other,29.6744,-95.55212
7061,Panaderia Tierra Caliente,['Bakeries'],"(29.689945220947301, -95.555305480957003)",77036.0,$,4.0,13,POINT (-95.555305480957 29.6899452209473),TX,Harris,Houston,Westwood,238911,1,0,0,0,0,1,0,0,0,0,bakeries,29.6899452209473,-95.555305480957
7062,Starbucks,['Coffee & Tea'],"(29.66986, -95.261709999999994)",77017.0,$$,2.0,46,POINT (-95.26170999999999 29.66986),TX,Harris,Houston,Meadowbrook - Allendale,403534,2,1,1,1,0,0,0,0,0,0,chain,29.66986,-95.26171
7063,Shipley Do-Nuts,['Donuts'],"(29.655660000000001, -95.252380000000002)",77017.0,$,4.0,15,POINT (-95.25238 29.65566),TX,Harris,Houston,Meadowbrook - Allendale,403534,1,1,0,0,0,0,0,0,0,0,chain,29.65566,-95.25238
7064,Starbucks,['Coffee & Tea'],"(29.946680000000001, -95.407534999999996)",77060.0,$$,3.0,6,POINT (-95.407535 29.94668),TX,Harris,Houston,Greater Greenspoint,271406,2,1,1,1,0,0,0,0,0,0,chain,29.94668,-95.407535
7065,Starbucks,['Coffee & Tea'],"(29.921669999999999, -95.412824999999998)",77037.0,$$,2.0,56,POINT (-95.412825 29.92167),TX,Harris,Houston,Greater Greenspoint,271406,2,1,1,1,0,0,0,0,0,0,chain,29.92167,-95.412825
7066,Rising Roll Gourmet Cafe,"['Delis', 'Breakfast & Brunch', 'Sandwiches']","(29.945179100000001, -95.407572299999998)",77060.0,$,3.5,20,POINT (-95.4075723 29.9451791),TX,Harris,Houston,Greater Greenspoint,271406,1,0,0,0,1,0,0,1,0,0,deli,29.9451791,-95.4075723
7067,Hanz Diner,"['American (Traditional)', 'Comfort Food', 'Breakfast & Brunch']","(29.921140000000001, -95.410529999999994)",77037.0,$,4.5,99,POINT (-95.41052999999999 29.92114),TX,Harris,Houston,Greater Greenspoint,271406,1,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,29.92114,-95.41053
7068,Shipley Do-Nuts,"['Donuts', 'Coffee & Tea']","(29.965284763732999, -95.420586905140397)",77090.0,$,4.0,20,POINT (-95.4205869051404 29.965284763733),TX,Harris,Houston,Greater Greenspoint,271406,1,1,0,1,0,0,0,0,0,0,chain,29.965284763733,-95.4205869051404
7069,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']","(29.9506270794164, -95.411781300000001)",77060.0,$,2.0,10,POINT (-95.4117813 29.9506270794164),TX,Harris,Houston,Greater Greenspoint,271406,1,1,0,1,0,0,0,0,0,0,chain,29.9506270794164,-95.4117813
7070,Sesame Cafe,['Cafes'],"(29.757960000000001, -95.30444)",77020.0,$,4.0,2,POINT (-95.30444 29.75796),TX,Harris,Houston,Denver Harbor - Port Houston,403550,1,0,1,1,0,0,0,0,0,0,strictly_coffee,29.75796,-95.30444
7071,Burt's Meat Market & Cajun Foods,['Meat Shops'],"(29.77637, -95.310789999999997)",77020.0,$,4.0,49,POINT (-95.31079 29.77637),TX,Harris,Houston,Denver Harbor - Port Houston,403550,1,0,0,0,0,0,0,0,0,0,other,29.77637,-95.31079
7072,Tous Les Jours,"['Bakeries', 'Coffee & Tea', 'Desserts']","(29.79269, -95.520970000000005)",77055.0,$,3.5,70,POINT (-95.52097000000001 29.79269),TX,Harris,Houston,Spring Branch Central,271582,1,0,0,1,0,1,0,0,0,0,bakeries,29.79269,-95.52097
7073,Koryo Bakery,"['Bakeries', 'Desserts', 'Shaved Snow']","(29.792782800000001, -95.520786599999994)",77055.0,$,3.5,26,POINT (-95.52078659999999 29.7927828),TX,Harris,Houston,Spring Branch Central,271582,1,0,0,0,0,1,0,0,0,0,bakeries,29.7927828,-95.5207866
7074,Hmart,"['Imported Food', 'International Grocery', 'Seafood Markets']","(29.79269, -95.520970000000005)",77055.0,$$,4.5,319,POINT (-95.52097000000001 29.79269),TX,Harris,Houston,Spring Branch Central,271582,2,0,0,0,0,0,0,0,0,0,other,29.79269,-95.52097
7075,Las Tortas Perronas,"['Mexican', 'Sandwiches', 'Juice Bars & Smoothies']","(29.80462, -95.501329999999996)",77055.0,$,5.0,296,POINT (-95.50133 29.80462),TX,Harris,Houston,Spring Branch Central,271582,1,0,0,0,0,0,0,0,0,1,juice_and_smoothie,29.80462,-95.50133
7076,Max Donuts,"['Donuts', 'Tacos', 'Breakfast & Brunch']","(29.832280000000001, -95.519289999999998)",77080.0,$,5.0,19,POINT (-95.51929 29.83228),TX,Harris,Houston,Spring Branch Central,271582,1,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,29.83228,-95.51929
7077,Starbucks,['Coffee & Tea'],"(29.736504251340701, -95.550434399007798)",77042.0,$,3.5,66,POINT (-95.5504343990078 29.7365042513407),TX,Harris,Houston,Westchase,271637,1,1,1,1,0,0,0,0,0,0,chain,29.7365042513407,-95.5504343990078
7078,Starbucks,['Coffee & Tea'],"(29.7362851, -95.587559999999996)",77077.0,$,3.0,37,POINT (-95.58756 29.7362851),TX,Harris,Houston,Westchase,271637,1,1,1,1,0,0,0,0,0,0,chain,29.7362851,-95.58756
7079,Whole Foods Market,"['Grocery', 'Health Markets', 'Coffee & Tea']","(29.735191, -95.570515)",77042.0,$$,3.5,124,POINT (-95.570515 29.735191),TX,Harris,Houston,Westchase,271637,2,1,0,1,0,0,0,0,0,0,chain,29.735191,-95.570515
7080,Dunkin' Donuts,"['Donuts', 'Coffee & Tea']","(29.736107987119102, -95.564808520224105)",77042.0,$,2.5,53,POINT (-95.5648085202241 29.7361079871191),TX,Harris,Houston,Westchase,271637,1,1,0,1,0,0,0,0,0,0,chain,29.7361079871191,-95.5648085202241
7081,Trader Joe's,['Grocery'],"(29.736453263648599, -95.582917262179606)",77077.0,$$,4.5,40,POINT (-95.58291726217961 29.7364532636486),TX,Harris,Houston,Westchase,271637,2,0,0,0,0,0,0,0,0,0,other,29.7364532636486,-95.5829172621796
7082,The Original Marini's Empanada House - Houston,"['Latin American', 'Argentine', 'Empanadas']","(29.736287124685902, -95.550335873016394)",77042.0,$,4.5,572,POINT (-95.55033587301639 29.7362871246859),TX,Harris,Houston,Westchase,271637,1,0,0,0,0,0,0,0,0,0,other,29.7362871246859,-95.5503358730164
7083,Bear's Teahouse & Eatery,"['Bubble Tea', 'Asian Fusion', 'Sandwiches']","(29.736505099999999, -95.573203300000003)",77042.0,$,3.0,52,POINT (-95.5732033 29.7365051),TX,Harris,Houston,Westchase,271637,1,0,0,0,0,0,0,0,0,0,other,29.7365051,-95.5732033
7084,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']","(29.774997554387198, -95.317123900176696)",77020.0,$,2.5,3,POINT (-95.3171239001767 29.7749975543872),TX,Harris,Houston,Greater Fifth Ward,271404,1,1,0,1,0,0,0,0,0,0,chain,29.7749975543872,-95.3171239001767
7085,Saint Arnold Brewing Company,"['Brewpubs', 'American (New)']","(29.771090000000001, -95.348410000000001)",77020.0,$,4.5,510,POINT (-95.34841 29.77109),TX,Harris,Houston,Greater Fifth Ward,271404,1,0,0,0,0,0,0,0,0,0,other,29.77109,-95.34841
7086,Miller's Cafe,"['Burgers', 'Cafes']","(29.821864300000001, -95.410375099999996)",77018.0,$,4.0,116,POINT (-95.4103751 29.8218643),TX,Harris,Houston,Independence Heights,271439,1,0,0,1,0,0,0,0,0,0,other,29.8218643,-95.4103751
7087,Flying Saucer Pie Company,"['Bakeries', 'Desserts']","(29.828340000000001, -95.406120000000001)",77018.0,$,4.0,148,POINT (-95.40612 29.82834),TX,Harris,Houston,Independence Heights,271439,1,0,0,0,0,1,0,0,0,0,bakeries,29.82834,-95.40612
7088,Landa Caf,"['Mexican', 'Breakfast & Brunch']","(29.828290599999999, -95.403025900000003)",77018.0,$,3.5,27,POINT (-95.4030259 29.8282906),TX,Harris,Houston,Independence Heights,271439,1,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,29.8282906,-95.4030259
7089,Simos Diner,"['Diners', 'Breakfast & Brunch', 'Greek']","(29.839379999999998, -95.410359999999997)",77018.0,$,4.0,34,POINT (-95.41036 29.83938),TX,Harris,Houston,Independence Heights,271439,1,0,0,0,1,0,1,0,0,0,diner,29.83938,-95.41036
7090,Brash Brewing Company,['Breweries'],"(29.829255873242602, -95.407876162555795)",77016.0,$$,4.0,65,POINT (-95.40787616255579 29.8292558732426),TX,Harris,Houston,Independence Heights,271439,2,0,0,0,0,0,0,0,0,0,other,29.8292558732426,-95.4078761625558
7091,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']","(29.828021, -95.375654999999995)",77022.0,$,3.0,2,POINT (-95.37565499999999 29.828021),TX,Harris,Houston,Northside-Northline,403541,1,1,0,1,0,0,0,0,0,0,chain,29.828021,-95.375655
7092,Union Food Store,['Grocery'],"(29.855219999999999, -95.391229899999999)",77076.0,$$,5.0,1,POINT (-95.3912299 29.85522),TX,Harris,Houston,Northside-Northline,403541,2,0,0,0,0,0,0,0,0,0,other,29.85522,-95.3912299
7093,Arandas Bakery,"['Bakeries', 'Desserts']","(29.84422, -95.384990000000002)",77022.0,$,3.0,13,POINT (-95.38499 29.84422),TX,Harris,Houston,Northside-Northline,403541,1,0,0,0,0,1,0,0,0,0,bakeries,29.84422,-95.38499
7094,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']","(29.853848800000002, -95.399489799999998)",77076.0,$,2.0,5,POINT (-95.3994898 29.8538488),TX,Harris,Houston,Northside-Northline,403541,1,1,0,1,0,0,0,0,0,0,chain,29.8538488,-95.3994898
7095,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']","(29.870667503535799, -95.407425243488404)",77037.0,$,1.5,7,POINT (-95.4074252434884 29.8706675035358),TX,Harris,Houston,Northside-Northline,403541,1,1,0,1,0,0,0,0,0,0,chain,29.8706675035358,-95.4074252434884
7096,McDonald's,"['Burgers', 'Fast Food', 'Coffee & Tea']","(29.846314, -95.384033000000002)",77076.0,$,1.0,5,POINT (-95.384033 29.846314),TX,Harris,Houston,Northside-Northline,403541,1,1,0,1,0,0,0,0,0,0,chain,29.846314,-95.384033
7097,Flamingo Chill,['Ice Cream & Frozen Yogurt'],"(29.858329772949201, -95.384162902832003)",77076.0,$,4.0,46,POINT (-95.384162902832 29.8583297729492),TX,Harris,Houston,Northside-Northline,403541,1,0,0,0,0,0,0,0,1,0,ice_cream_and_froyo,29.8583297729492,-95.384162902832
7098,Dichos Taqueria,"['Mexican', 'Breakfast & Brunch']","(29.732943489619501, -95.308525204658693)",77011.0,$,5.0,29,POINT (-95.30852520465869 29.7329434896195),TX,Harris,Houston,Lawndale - Wayside,403531,1,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,29.7329434896195,-95.3085252046587
7099,Mr Donut-Kolaches & Bakery,['Donuts'],"(29.727302999999999, -95.320774999999998)",77023.0,$,4.5,22,POINT (-95.320775 29.727303),TX,Harris,Houston,Lawndale - Wayside,403531,1,0,0,0,0,0,0,0,0,0,other,29.727303,-95.320775
7100,Dinner Bell,"['Bakeries', 'Cafeteria', 'American (Traditional)']","(29.7254123687744, -95.311904907226605)",77023.0,$,4.0,28,POINT (-95.31190490722661 29.7254123687744),TX,Harris,Houston,Lawndale - Wayside,403531,1,0,0,0,0,1,0,0,0,0,bakeries,29.7254123687744,-95.3119049072266
7101,Starbucks,['Coffee & Tea'],"(29.821072861163898, -95.545681672738596)",77080.0,$,3.0,48,POINT (-95.5456816727386 29.8210728611639),TX,Harris,Houston,Spring Branch North,271584,1,1,1,1,0,0,0,0,0,0,chain,29.8210728611639,-95.5456816727386
